Timestamp,Duration(s),TemplateID,Pattern,Text
2025-12-08 23:50:24,4.2297,4721,"^{sd_link [-+]?(?:\d+.\d*|.\d+|\d+), has [-+]?(?:\d+.\d*|.\d+|\d+) centerlanes, [-+]?(?:\d+.\d*|.\d+|\d+)\/[-+]?(?:\d+.\d*|.\d+|\d+)\/[-+]?(?:\d+.\d*|.\d+|\d+) , [-+]?(?:\d+.\d*|.\d+|\d+)\/[-+]?(?:\d+.\d*|.\d+|\d+)\/[-+]?(?:\d+.\d*|.\d+|\d+) , [-+]?(?:\d+.\d*|.\d+|\d+)\/[-+]?(?:\d+.\d*|.\d+|\d+)\/[-+]?(?:\d+.\d*|.\d+|\d+) , [-+]?(?:\d+.\d*|.\d+|\d+)\/[-+]?(?:\d+.\d*|.\d+|\d+)\/[-+]?(?:\d+.\d*|.\d+|\d+) ,  }$","{sd_link 20000, has 20 centerlanes, 20001/20001/0 , 20002/20002/0 , 20003/20003/0 , 20004/20004/0 , 20005/20005/0 , 20006/20006/0 , 20007/20007/0 , 20008/20008/0 , 20009/20009/0 , 20010/20010/0 , 20011/20011/0 , 20012/20012/0 , 20013/20013/0 , 20014/20014/0 , 20015/20015/0 , 20016/20016/0 , 20017/20017/0 , 20018/20018/0 , 20019/20019/0 , 20020/20020/0 ,  }"
2025-12-08 23:50:29,4.3519,4721,"^{sd_link [-+]?(?:\d+.\d*|.\d+|\d+), has [-+]?(?:\d+.\d*|.\d+|\d+) centerlanes, [-+]?(?:\d+.\d*|.\d+|\d+)\/[-+]?(?:\d+.\d*|.\d+|\d+)\/[-+]?(?:\d+.\d*|.\d+|\d+) , [-+]?(?:\d+.\d*|.\d+|\d+)\/[-+]?(?:\d+.\d*|.\d+|\d+)\/[-+]?(?:\d+.\d*|.\d+|\d+) , [-+]?(?:\d+.\d*|.\d+|\d+)\/[-+]?(?:\d+.\d*|.\d+|\d+)\/[-+]?(?:\d+.\d*|.\d+|\d+) , [-+]?(?:\d+.\d*|.\d+|\d+)\/[-+]?(?:\d+.\d*|.\d+|\d+)\/[-+]?(?:\d+.\d*|.\d+|\d+) ,  }$","{sd_link 20000, has 20 centerlanes, 20001/20001/0 , 20002/20002/0 , 20003/20003/0 , 20004/20004/0 , 20005/20005/0 , 20006/20006/0 , 20007/20007/0 , 20008/20008/0 , 20009/20009/0 , 20010/20010/0 , 20011/20011/0 , 20012/20012/0 , 20013/20013/0 , 20014/20014/0 , 20015/20015/0 , 20016/20016/0 , 20017/20017/0 , 20018/20018/0 , 20019/20019/0 , 20020/20020/0 ,  }"
2025-12-08 23:50:33,3.8686,4721,"^{sd_link [-+]?(?:\d+.\d*|.\d+|\d+), has [-+]?(?:\d+.\d*|.\d+|\d+) centerlanes, [-+]?(?:\d+.\d*|.\d+|\d+)\/[-+]?(?:\d+.\d*|.\d+|\d+)\/[-+]?(?:\d+.\d*|.\d+|\d+) , [-+]?(?:\d+.\d*|.\d+|\d+)\/[-+]?(?:\d+.\d*|.\d+|\d+)\/[-+]?(?:\d+.\d*|.\d+|\d+) , [-+]?(?:\d+.\d*|.\d+|\d+)\/[-+]?(?:\d+.\d*|.\d+|\d+)\/[-+]?(?:\d+.\d*|.\d+|\d+) , [-+]?(?:\d+.\d*|.\d+|\d+)\/[-+]?(?:\d+.\d*|.\d+|\d+)\/[-+]?(?:\d+.\d*|.\d+|\d+) ,  }$","{sd_link 20000, has 20 centerlanes, 20001/20001/0 , 20002/20002/0 , 20003/20003/0 , 20004/20004/0 , 20005/20005/0 , 20006/20006/0 , 20007/20007/0 , 20008/20008/0 , 20009/20009/0 , 20010/20010/0 , 20011/20011/0 , 20012/20012/0 , 20013/20013/0 , 20014/20014/0 , 20015/20015/0 , 20016/20016/0 , 20017/20017/0 , 20018/20018/0 , 20019/20019/0 , 20020/20020/0 ,  }"
2025-12-08 23:50:37,4.1549,4721,"^{sd_link [-+]?(?:\d+.\d*|.\d+|\d+), has [-+]?(?:\d+.\d*|.\d+|\d+) centerlanes, [-+]?(?:\d+.\d*|.\d+|\d+)\/[-+]?(?:\d+.\d*|.\d+|\d+)\/[-+]?(?:\d+.\d*|.\d+|\d+) , [-+]?(?:\d+.\d*|.\d+|\d+)\/[-+]?(?:\d+.\d*|.\d+|\d+)\/[-+]?(?:\d+.\d*|.\d+|\d+) , [-+]?(?:\d+.\d*|.\d+|\d+)\/[-+]?(?:\d+.\d*|.\d+|\d+)\/[-+]?(?:\d+.\d*|.\d+|\d+) , [-+]?(?:\d+.\d*|.\d+|\d+)\/[-+]?(?:\d+.\d*|.\d+|\d+)\/[-+]?(?:\d+.\d*|.\d+|\d+) ,  }$","{sd_link 20000, has 20 centerlanes, 20001/20001/0 , 20002/20002/0 , 20003/20003/0 , 20004/20004/0 , 20005/20005/0 , 20006/20006/0 , 20007/20007/0 , 20008/20008/0 , 20009/20009/0 , 20010/20010/0 , 20011/20011/0 , 20012/20012/0 , 20013/20013/0 , 20014/20014/0 , 20015/20015/0 , 20016/20016/0 , 20017/20017/0 , 20018/20018/0 , 20019/20019/0 , 20020/20020/0 ,  }"
2025-12-08 23:50:41,3.9989,4721,"^{sd_link [-+]?(?:\d+.\d*|.\d+|\d+), has [-+]?(?:\d+.\d*|.\d+|\d+) centerlanes, [-+]?(?:\d+.\d*|.\d+|\d+)\/[-+]?(?:\d+.\d*|.\d+|\d+)\/[-+]?(?:\d+.\d*|.\d+|\d+) , [-+]?(?:\d+.\d*|.\d+|\d+)\/[-+]?(?:\d+.\d*|.\d+|\d+)\/[-+]?(?:\d+.\d*|.\d+|\d+) , [-+]?(?:\d+.\d*|.\d+|\d+)\/[-+]?(?:\d+.\d*|.\d+|\d+)\/[-+]?(?:\d+.\d*|.\d+|\d+) , [-+]?(?:\d+.\d*|.\d+|\d+)\/[-+]?(?:\d+.\d*|.\d+|\d+)\/[-+]?(?:\d+.\d*|.\d+|\d+) ,  }$","{sd_link 20000, has 20 centerlanes, 20001/20001/0 , 20002/20002/0 , 20003/20003/0 , 20004/20004/0 , 20005/20005/0 , 20006/20006/0 , 20007/20007/0 , 20008/20008/0 , 20009/20009/0 , 20010/20010/0 , 20011/20011/0 , 20012/20012/0 , 20013/20013/0 , 20014/20014/0 , 20015/20015/0 , 20016/20016/0 , 20017/20017/0 , 20018/20018/0 , 20019/20019/0 , 20020/20020/0 ,  }"
2025-12-08 23:50:45,3.9167,4721,"^{sd_link [-+]?(?:\d+.\d*|.\d+|\d+), has [-+]?(?:\d+.\d*|.\d+|\d+) centerlanes, [-+]?(?:\d+.\d*|.\d+|\d+)\/[-+]?(?:\d+.\d*|.\d+|\d+)\/[-+]?(?:\d+.\d*|.\d+|\d+) , [-+]?(?:\d+.\d*|.\d+|\d+)\/[-+]?(?:\d+.\d*|.\d+|\d+)\/[-+]?(?:\d+.\d*|.\d+|\d+) , [-+]?(?:\d+.\d*|.\d+|\d+)\/[-+]?(?:\d+.\d*|.\d+|\d+)\/[-+]?(?:\d+.\d*|.\d+|\d+) , [-+]?(?:\d+.\d*|.\d+|\d+)\/[-+]?(?:\d+.\d*|.\d+|\d+)\/[-+]?(?:\d+.\d*|.\d+|\d+) ,  }$","{sd_link 20000, has 20 centerlanes, 20001/20001/0 , 20002/20002/0 , 20003/20003/0 , 20004/20004/0 , 20005/20005/0 , 20006/20006/0 , 20007/20007/0 , 20008/20008/0 , 20009/20009/0 , 20010/20010/0 , 20011/20011/0 , 20012/20012/0 , 20013/20013/0 , 20014/20014/0 , 20015/20015/0 , 20016/20016/0 , 20017/20017/0 , 20018/20018/0 , 20019/20019/0 , 20020/20020/0 ,  }"
2025-12-08 23:50:50,4.2699,4721,"^{sd_link [-+]?(?:\d+.\d*|.\d+|\d+), has [-+]?(?:\d+.\d*|.\d+|\d+) centerlanes, [-+]?(?:\d+.\d*|.\d+|\d+)\/[-+]?(?:\d+.\d*|.\d+|\d+)\/[-+]?(?:\d+.\d*|.\d+|\d+) , [-+]?(?:\d+.\d*|.\d+|\d+)\/[-+]?(?:\d+.\d*|.\d+|\d+)\/[-+]?(?:\d+.\d*|.\d+|\d+) , [-+]?(?:\d+.\d*|.\d+|\d+)\/[-+]?(?:\d+.\d*|.\d+|\d+)\/[-+]?(?:\d+.\d*|.\d+|\d+) , [-+]?(?:\d+.\d*|.\d+|\d+)\/[-+]?(?:\d+.\d*|.\d+|\d+)\/[-+]?(?:\d+.\d*|.\d+|\d+) ,  }$","{sd_link 20000, has 20 centerlanes, 20001/20001/0 , 20002/20002/0 , 20003/20003/0 , 20004/20004/0 , 20005/20005/0 , 20006/20006/0 , 20007/20007/0 , 20008/20008/0 , 20009/20009/0 , 20010/20010/0 , 20011/20011/0 , 20012/20012/0 , 20013/20013/0 , 20014/20014/0 , 20015/20015/0 , 20016/20016/0 , 20017/20017/0 , 20018/20018/0 , 20019/20019/0 , 20020/20020/0 ,  }"
2025-12-08 23:50:54,4.0808,4721,"^{sd_link [-+]?(?:\d+.\d*|.\d+|\d+), has [-+]?(?:\d+.\d*|.\d+|\d+) centerlanes, [-+]?(?:\d+.\d*|.\d+|\d+)\/[-+]?(?:\d+.\d*|.\d+|\d+)\/[-+]?(?:\d+.\d*|.\d+|\d+) , [-+]?(?:\d+.\d*|.\d+|\d+)\/[-+]?(?:\d+.\d*|.\d+|\d+)\/[-+]?(?:\d+.\d*|.\d+|\d+) , [-+]?(?:\d+.\d*|.\d+|\d+)\/[-+]?(?:\d+.\d*|.\d+|\d+)\/[-+]?(?:\d+.\d*|.\d+|\d+) , [-+]?(?:\d+.\d*|.\d+|\d+)\/[-+]?(?:\d+.\d*|.\d+|\d+)\/[-+]?(?:\d+.\d*|.\d+|\d+) ,  }$","{sd_link 20000, has 20 centerlanes, 20001/20001/0 , 20002/20002/0 , 20003/20003/0 , 20004/20004/0 , 20005/20005/0 , 20006/20006/0 , 20007/20007/0 , 20008/20008/0 , 20009/20009/0 , 20010/20010/0 , 20011/20011/0 , 20012/20012/0 , 20013/20013/0 , 20014/20014/0 , 20015/20015/0 , 20016/20016/0 , 20017/20017/0 , 20018/20018/0 , 20019/20019/0 , 20020/20020/0 ,  }"
2025-12-09 10:54:25,50.2122,4974,^aftershort:(?:Norm-[-+]?(?:\d+.\d*|.\d+|\d+) )+(?:NN-[-+]?(?:\d+.\d*|.\d+|\d+) )+$,aftershort:Norm-1712990 Norm-1713551 Norm-1713560 Norm-1713200 NN-1717165 NN-1717163 NN-1717162 NN-1717161 NN-1717160 NN-1717164
2025-12-09 10:54:33,6.3872,4974,^aftershort:(?:Norm-[-+]?(?:\d+.\d*|.\d+|\d+) )+(?:NN-[-+]?(?:\d+.\d*|.\d+|\d+) )+$,aftershort:Norm-1713200 Norm-1713551 Norm-1712990 NN-1717182 NN-1717181 NN-1717180 NN-1717179 NN-1717178 NN-1717177
2025-12-09 10:54:37,3.2141,6302,^ori_valid:[A-Z]{2}-[-+]?(?:\d+.\d*|.\d+|\d+)( [A-Z]{2}-[-+]?(?:\d+.\d*|.\d+|\d+))*$,ori_valid:NN-1717198 NN-1717197 NN-1717196 NN-1717195 NN-1717194 WA-1717193 WA-1717192 NN-1717199 Norm-1713551 Norm-1713200
